,SMARCA1,FMO4,HLF,AKAP12,LINC00862,SEMA4A,TUBB3,UGGT2,DBP,GSTM2,STRIP2,ATP13A5,ITGA9-AS1,SDR42E1,NKILA,PRSS12,TEF,PCDHA13,HTR1D,ITGB1-DT,PNMA1,ADAMTS6,LINC00346,FAM83A-AS1,BLOC1S4,TP53I3,VAV2,INSYN1-AS1,PLEKHG2,LINC02598,GVQW2,DNAJC10,CTTNBP2,IBTK,FAM117A,FUBP1,JPH1,WSCD2,SLC52A1,RHOF,ABL2,CBX7,ASTE1,COLCA1,TM9SF1,LRP10,HARS2,SLC9A9,COBLL1,FBXO4,FAM222B,IRX6,SLC15A2,SYNPR-AS1,PVR,SLC1A4,KLRG2,LINC00240,BZW1,train_mean_me1,train_mean_me2,train_mean_me3
TRAIN_0621,4.3403,1.6479,3.1267,3.727,-3.4213,6.0645,2.5095,3.4907,3.828,4.9051,2.4402,-0.7368,1.0098,4.1903,1.408,2.2349,4.9911,-6.2286,-0.6741,-3.0587,4.3815,1.4787,1.9759,-2.3218,3.3657,5.0492,5.6219,-3.9067,4.9444,-3.0587,-0.5562,6.7545,3.5706,5.509,3.8968,6.0314,4.1497,3.7415,2.6991,1.1201,6.1789,4.0808,2.0888,2.9488,3.6616,8.2423,4.909,4.1431,6.2579,3.7812,4.676,1.6601,3.3086,-0.7368,5.9738,6.7719,4.8608,-0.9432,7.0009,0.048276874,-0.030464627,0.006861272
TRAIN_0622,6.4329,2.587,1.5579,4.364,-4.4376,6.2816,2.6307,3.7903,5.2217,3.4681,1.7601,1.3953,0.8329,4.1616,3.434,2.5781,5.5181,-6.7595,-0.651,-2.0046,5.7032,0.2517,0.2517,2.0317,3.4092,4.7096,4.6344,-3.0591,6.7001,-3.3001,0.5534,6.7718,1.6626,5.5554,3.7433,6.8428,3.6824,3.7453,2.609,-0.018,5.2167,3.3991,3.4967,0.6242,3.5903,6.931,4.783,3.1247,5.8877,2.5736,4.6226,3.4142,2.2545,-3.0591,5.9686,5.3623,2.1383,2.2263,7.2657,0.03803694,-0.015904752,0.034011774
TRAIN_0623,5.4923,4.4224,0.3597,3.6621,-3.0703,6.4968,1.8312,4.7506,3.8591,4.8492,2.2233,3.6193,-0.0114,3.9309,2.4072,4.7491,5.7629,-6.2402,-3.9183,-2.5398,4.3249,0.7484,3.8082,5.4361,4.6942,5.2838,4.5934,-4.6553,4.7161,-0.8827,-3.0703,6.7174,0.7484,4.2784,4.8171,6.0292,2.4843,-0.9548,2.0218,2.5312,4.787,4.7306,3.2656,2.1304,2.5312,7.4566,4.7205,3.7835,5.089,4.1206,5.0023,0.5799,4.759,-1.111,5.0411,5.9713,1.9741,1.7081,6.3398,0.045307105,-0.04990535,0.024825539
TRAIN_0624,3.2184,2.4406,2.6102,4.4026,-1.8517,7.0073,0.5733,2.9727,4.3411,4.5501,3.0747,-3.1471,-0.7737,2.8992,0.533,0.4047,3.8661,-1.9627,-3.1471,-4.2846,4.9096,1.6834,-0.498,-6.6066,4.1525,3.431,6.2086,-6.6066,6.9112,-4.2846,-0.8252,7.2714,-0.2315,5.2984,5.553,6.921,0.7063,-1.6524,-0.3028,3.5596,4.4736,6.6308,3.2373,3.5137,1.7814,7.2519,5.2212,4.4165,5.0323,3.5368,4.4974,0.688,4.8575,-6.6066,3.3892,5.8805,-0.3398,-2.2143,6.0357,-0.019797138,-0.045690149,0.045974345
TRAIN_0625,1.4439,2.1808,0.0093,3.9814,-1.7909,5.5207,3.7742,3.9886,5.2226,1.1903,4.1366,-1.6045,1.0446,4.5242,2.5335,1.0022,5.8705,-6.6489,1.5059,-3.1895,5.5425,0.9285,-0.309,3.0323,3.7552,2.4983,6.9719,-6.6489,4.3672,-4.327,-0.8675,6.7762,1.4648,5.517,4.0013,6.6505,0.0093,0.4491,2.5967,-0.1097,5.5981,5.3086,3.5666,1.4439,2.845,7.4756,5.5425,4.0315,5.1661,4.0559,5.204,3.605,4.3046,-1.0342,5.9335,8.6531,1.5751,-0.1097,6.991,0.022981686,-0.073224478,-0.009257641
TRAIN_0626,6.6193,4.4418,3.8071,1.9961,-2.9218,6.3005,-0.0831,3.1005,4.0581,5.2485,2.0747,5.0166,1.0572,4.0043,0.4757,5.2023,5.4918,-6.6223,0.2481,-4.3004,5.0229,-1.3369,-0.0831,1.9207,3.3099,4.7181,2.245,-3.4524,4.496,-1.7643,0.4757,6.4467,4.5064,4.8681,4.9144,4.9716,6.0078,3.7209,4.377,2.109,4.5458,4.7845,3.7142,0.5774,3.0729,7.9972,5.1758,2.9758,5.4924,4.8129,5.5789,5.0453,5.2165,1.0431,5.0725,8.463,5.341,2.8835,6.5849,0.067435825,-0.078973723,0.030566844
TRAIN_0627,7.0013,1.2562,0.2158,4.8235,0.8355,4.7157,5.0476,5.9015,3.0854,1.6352,4.5523,-3.0263,0.7409,2.4803,3.9797,3.927,5.6044,-3.9194,4.317,-1.9719,7.5024,1.3012,3.0822,1.3012,3.4012,6.3777,6.5484,-6.7267,6.9192,-6.7267,-1.7726,8.23,0.2845,6.0988,2.972,6.5028,3.5009,-5.1418,2.1281,2.8898,6.6681,3.4469,2.5974,1.087,4.0669,8.7182,4.4674,1.5997,5.8218,3.8403,5.6824,-3.2673,2.8713,-6.7267,7.9297,4.9637,1.3339,-0.5369,7.6522,-0.023264059,0.006746416,-0.050379879
TRAIN_0628,5.6201,4.3891,2.0101,2.7519,-1.4253,5.6148,-1.1843,4.1823,4.5699,3.1505,4.3207,3.4327,-1.4253,5.2207,2.3727,8.3764,4.9328,-4.8847,2.5218,-0.3612,5.1881,-2.0774,-0.9778,2.2203,4.286,3.7889,4.9381,-6.4697,5.18,-2.2218,-1.1843,7.9061,0.3505,6.3391,5.2129,5.5819,4.9592,-4.1478,2.6775,1.9856,4.3703,3.7627,2.929,2.7615,3.9471,7.8184,5.9484,3.6138,7.5463,3.0714,4.403,4.7788,5.1482,-6.4697,6.7423,5.8355,3.4266,2.3018,7.5703,0.041193963,-0.015674107,-0.020250625
TRAIN_0629,7.1829,1.9865,2.1806,4.1515,-0.4008,4.7356,0.6705,5.0137,2.4934,2.6276,1.2785,-2.4219,-0.728,4.2891,0.8915,0.6302,3.9754,-4.9244,-2.2614,-3.0499,5.0399,1.5405,0.3361,-1.9858,3.1683,5.9564,5.904,-6.5094,9.3037,-6.5094,-0.0336,9.0136,4.0152,4.9729,4.1118,7.2813,3.4228,-4.9244,-0.728,0.6096,5.6634,2.9964,3.8819,6.2836,2.5913,6.1243,5.5015,2.2621,4.6712,4.5774,5.7975,-0.8947,3.1997,-3.0499,5.2113,4.4162,1.2785,0.6705,6.4326,-0.0369135,0.041552833,-0.06937311
TRAIN_0630,5.4312,3.3438,2.3142,4.7307,-2.0473,5.8473,1.6695,4.7012,3.5455,4.1308,2.6917,2.1607,0.5642,4.4273,0.6491,4.3833,4.6852,-3.9948,-2.5542,-3.6322,4.3187,1.3425,1.4693,0.5987,3.4517,4.2,5.5133,-3.9948,4.9606,-2.5542,0.0682,6.983,2.467,5.4197,4.2,6.1678,3.8729,0.5642,2.5444,1.28,5.6207,4.2443,3.2653,2.3901,2.9138,7.2025,4.6791,3.8336,5.9798,3.8835,4.8663,3.9652,3.5826,-1.5168,4.7229,7.5667,2.0212,1.7096,6.5616,0.039559399,0.033135345,0.008418266
TRAIN_0631,2.6391,1.4087,3.5077,3.2781,-3.7895,7.0453,-0.4472,3.1087,3.0233,4.2064,2.319,1.2673,2.3009,3.6781,1.316,1.9306,4.4536,-6.5969,-1.6427,-1.6427,4.4482,0.5427,0.0325,1.4087,3.0559,4.2,5.2915,-1.842,3.9237,-1.3874,1.7738,6.1248,4.7199,6.4218,4.1009,5.9032,4.4317,3.0012,5.0804,1.9227,4.3882,4.2113,2.4772,4.7852,2.072,6.5319,4.5044,6.2863,4.9301,2.7672,4.4806,2.4502,3.016,-0.4071,4.0406,5.793,5.5074,0.4799,6.6109,0.049898379,-0.047526519,0.016399862
TRAIN_0632,5.1579,2.0677,4.9852,3.4594,-4.7354,5.7957,3.1735,3.9288,3.6411,4.8726,2.2533,0.2188,1.046,3.0306,1.5189,2.024,4.5539,-2.6199,-0.2118,-3.9984,4.058,0.5745,0.9926,0.5252,3.5485,5.5922,5.6941,-4.7354,5.16,-4.7354,-2.2329,6.5811,0.1554,5.4266,4.7505,6.4264,3.7363,-0.9628,0.2495,1.6163,4.662,5.3213,3.0218,2.3766,2.4245,7.3447,4.7518,2.8421,4.9863,3.1452,5.165,5.4466,3.9709,-2.8609,6.0517,5.797,0.3379,-0.0165,5.8512,-0.013222097,-0.021536363,0.00705294
TRAIN_0633,2.6282,5.0632,1.6533,2.7831,-2.1502,5.7112,2.6967,4.0234,3.9206,3.8254,1.0549,-0.7966,-0.0103,4.0885,3.6695,4.1481,3.7788,0.4078,-1.1772,-2.3815,5.4772,0.2946,-0.3353,-2.6572,3.7342,4.5528,5.2462,-6.9051,3.9813,-0.5301,0.5295,7.3038,1.0078,5.2887,3.5635,6.4203,4.1697,-2.3815,2.237,-0.3973,5.6773,3.9722,3.7288,2.5191,2.0636,6.3272,5.4148,3.2099,5.922,2.7901,4.4252,6.3642,4.8104,-1.4788,5.6391,7.9589,2.3213,2.5605,6.9362,0.044129249,-0.017803297,-0.027818282
TRAIN_0634,4.9818,3.7878,3.0716,2.6305,-3.1182,6.3066,0.5477,4.2264,5.125,7.473,1.6931,3.4817,1.6118,4.5471,0.649,2.9412,6.0748,-6.8186,-2.7312,-2.7312,4.5306,1.4528,0.5123,-2.9118,2.651,5.4543,4.72,-2.9118,5.2691,-3.6487,-0.5149,6.3664,4.7668,4.4452,3.3871,5.5583,5.0389,1.4988,6.2218,-0.3429,5.5529,5.3603,4.373,5.5739,2.6872,7.0258,4.6946,5.4141,5.6194,3.7176,5.5989,5.8326,4.6372,0.2794,5.6431,6.3599,2.7682,0.0268,5.4414,0.047609723,-0.070976421,0.026430356
TRAIN_0635,6.7811,2.8063,2.8758,5.19,1.2664,5.631,3.2118,4.8471,4.0927,0.9165,2.363,-0.849,1.1103,3.2041,2.8415,2.4697,5.6209,-4.7559,0.5295,-4.019,5.5596,-0.1511,1.1748,2.1226,3.6464,5.6425,6.2773,-6.3409,4.9041,-6.3409,-3.5335,6.7287,2.3768,5.893,4.0948,5.9419,3.6939,0.259,3.6378,1.8038,5.8846,4.4098,2.9094,2.563,3.5279,9.5108,4.6169,2.5387,6.1152,3.9776,5.8566,-2.434,5.3293,-1.1314,5.0205,6.213,1.9212,-0.2324,7.4994,-0.030107473,-0.013108035,0.005651486
TRAIN_0636,5.4128,2.612,3.9874,3.659,-2.012,6.385,1.5343,5.1034,4.8775,3.9597,1.7674,1.1021,0.602,2.8724,2.1122,1.9181,5.1305,-2.4154,0.7019,-3.4627,4.8438,-0.2097,4.8721,1.1422,3.6972,4.4097,6.6058,-5.7846,5.1891,-2.2403,-0.6281,7.2281,0.6911,6.0529,5.1024,6.8391,2.0462,-2.7257,-0.6831,2.7815,5.3354,5.03,3.3626,4.2093,2.9869,7.9126,4.9616,3.6325,7.6009,3.9382,5.6606,-4.5622,6.4101,-1.815,4.6251,6.237,3.2182,-0.0749,6.7888,-0.017708977,0.008675532,0.028451416
TRAIN_0637,6.5172,1.515,3.0097,4.637,-0.5156,5.6617,2.7431,5.0599,3.0169,2.2439,4.4857,-4.0599,-0.5156,3.487,3.5621,0.5449,4.3761,-3.323,-0.6005,-2.8375,5.3202,1.8063,1.5935,1.7388,3.318,3.9569,5.4379,-5.6449,5.9462,-2.475,-2.1855,7.682,1.4531,5.9573,4.1446,6.7616,0.7302,-2.475,-1.9444,1.3209,5.4991,3.9972,3.487,4.5137,3.1332,8.2175,4.7442,3.3353,5.5893,1.902,4.8757,0.8629,2.7345,-4.0599,5.1713,6.7299,-2.1855,0.0275,6.9585,-0.038217254,0.018904263,-0.013624277
TRAIN_0638,6.9128,1.7754,-1.9251,4.8507,-1.3264,6.5658,0.9625,4.7726,2.4751,3.8578,4.6016,4.8149,1.2357,-0.6793,-0.6449,5.5238,3.3283,-4.247,-0.184,-2.4105,5.1481,0.5677,1.1206,1.9372,4.3798,7.5179,5.5816,-7.0543,4.5367,-7.0543,-2.662,8.1292,-1.3819,6.5543,5.0026,6.9718,2.3272,-3.8844,0.94,3.1733,6.7783,3.2299,3.0633,2.9042,3.6452,8.8135,4.6457,3.9935,6.122,3.3688,6.2286,-7.0543,3.5705,-7.0543,7.1582,6.0379,1.0064,-1.4997,7.1764,-0.039657069,-0.026177427,-0.052293829
TRAIN_0639,8.3152,0.7167,5.8395,2.9518,-2.1345,6.6235,3.3222,4.4909,3.5546,3.3026,4.8486,-1.6161,-0.901,0.9824,2.0675,3.3364,3.7808,1.9936,-0.1248,-4.1741,4.8935,2.7943,0.616,1.199,4.3681,3.9152,6.8224,-7.344,8.4939,-1.1942,-2.7001,8.2109,0.2633,6.8216,5.5142,6.7752,5.78,-5.759,-1.1152,2.0844,5.9282,2.6232,2.3053,2.0633,3.7079,8.2213,5.6093,1.5417,4.6229,2.8618,5.8964,4.9555,3.3026,1.6015,7.1479,5.7135,1.3737,3.3625,7.7743,-0.041826943,-0.002910365,-0.073322761
TRAIN_0640,6.64,1.8579,4.2375,5.6271,-0.6501,4.0816,2.7577,4.4783,4.0886,3.4483,4.5752,-1.9798,-0.8142,3.5631,0.7116,3.6539,4.3171,-4.8673,2.6165,-3.4888,4.0886,1.4218,2.7071,0.1417,4.4148,3.6444,5.8807,-7.1892,6.151,-1.2585,-1.5168,8.837,1.9062,6.1052,3.9251,6.7568,3.7467,-2.7969,-1.9798,3.9624,5.6001,4.0196,2.8206,1.346,3.6301,8.0138,4.4667,2.8809,5.1324,3.7555,6.144,-1.0807,3.9394,-5.6043,5.5587,6.7674,-0.9604,-1.8317,7.005,-0.034255449,-0.013475732,-0.023908188
TRAIN_0641,6.8327,2.716,3.1014,3.7524,0.3117,6.3437,1.0294,4.224,3.2762,4.1485,2.048,1.2524,-0.152,4.2421,1.4884,4.6015,4.0859,-0.8396,-2.0519,-3.1615,4.3683,1.1023,2.8182,2.1737,3.7346,4.1732,5.5522,-7.4094,5.1046,-3.0171,-1.1056,7.4632,1.9547,6.5028,4.1816,6.3541,3.7699,-2.6545,1.9371,2.2218,5.413,3.7636,3.0387,5.4189,2.9645,7.614,5.7197,3.6261,6.7578,3.0814,5.6888,-1.5268,3.9564,-1.7947,5.0752,5.8919,0.926,0.9957,6.6061,-0.028464878,0.048862496,0.01232072
TRAIN_0642,8.9195,3.3666,-1.111,11.3511,1.6964,5.6033,3.7745,4.2604,2.3992,4.1125,0.9527,-4.7198,0.7848,-1.0644,3.8263,3.2145,3.5177,0.2344,-4.7198,1.3463,5.4302,0.9639,4.5381,3.2903,6.0222,4.5057,5.8016,-5.4567,5.5193,-4.7198,-1.6154,7.5013,-2.7938,6.207,4.5972,7.0344,2.6811,-3.3413,2.6947,4.4141,5.162,4.0517,2.3698,1.2937,4.7019,9.7981,5.0821,-0.5025,5.3336,3.709,5.7025,-2.5181,1.9723,-7.0417,6.2073,4.1696,3.4126,0.0136,7.4471,-0.059269492,0.027304584,-0.066561575
TRAIN_0643,7.7353,0.2369,2.2002,4.2057,-0.6424,4.8993,2.6195,4.9437,2.9647,2.1393,5.0481,-1.9378,-0.2141,4.492,2.6046,1.7008,3.6733,0.0064,-1.853,-4.1749,4.8707,1.0676,0.1573,2.0539,3.7601,4.8707,6.6054,-4.6603,7.1152,-4.1749,-2.028,7.7077,2.4419,6.1913,4.2898,6.9858,2.8927,-3.8123,-2.4587,1.0892,5.7561,2.8491,2.2633,3.6661,3.5942,7.5509,5.8148,1.4894,5.0577,2.7095,5.8042,5.4385,2.9792,-1.3675,6.4582,6.3364,-0.8737,1.0785,7.5303,-0.040178465,0.044140992,-0.102048478
TRAIN_0644,6.9535,2.5658,3.7732,6.4892,0.8057,4.753,3.4067,4.9992,3.1,3.401,0.6106,-0.9485,0.8057,4.153,2.0777,3.5784,4.7707,-3.7179,2.0918,-2.048,5.3386,2.1196,2.5004,-0.3829,3.5153,4.7801,5.8372,-5.5924,5.1449,-3.2704,-2.2231,7.8185,1.6332,6.2947,4.0143,6.6139,1.3811,1.0075,1.131,2.402,5.469,4.6126,2.9532,1.0753,3.6372,8.7514,4.8763,3.1813,5.8129,3.2666,5.4953,-0.8023,5.633,-0.548,6.1989,5.9126,0.7942,-1.0276,7.4704,-0.023822458,0.019414274,0.006364258
TRAIN_0645,6.3326,1.5863,5.9951,3.7779,-3.9849,9.1899,2.1083,4.811,3.4648,3.7048,1.0674,-1.663,1.2031,4.1345,0.6164,4.9493,4.729,-3.5374,2.8652,-2.3999,4.0679,1.423,3.2691,-0.5018,3.8113,5.0503,6.6399,-5.8594,5.1062,-4.2744,-2.8005,7.579,1.7181,7.0306,4.5447,6.6075,2.7118,-1.0014,1.5128,2.7809,4.4971,4.8997,3.2946,4.5943,2.4967,7.1265,4.4233,2.7615,6.9435,3.3798,6.0019,-2.3999,4.0709,0.4199,6.3188,5.7376,2.5055,0.7105,6.8156,-0.025183797,0.030402322,-0.016231097
TRAIN_0646,5.808,1.5807,2.9369,3.5838,-1.8004,4.6706,3.6465,4.9591,3.7249,4.4793,2.5437,2.0422,1.0729,2.9211,-0.2508,4.2982,5.1759,-0.3056,0.9843,-2.4524,5.4293,-0.8952,3.9256,-0.4218,3.3848,6.6069,6.1965,-5.9968,5.4741,-5.9968,-1.3919,7.2494,1.6686,6.3726,3.9867,6.7223,4.6677,-0.8135,0.9919,2.9031,5.3291,5.4522,3.063,3.5157,2.6886,8.4949,4.8677,3.7786,5.7471,3.9156,4.9553,-0.4837,3.2264,0.27,5.8164,4.0581,6.6958,-0.4422,6.9128,-0.027674037,0.033863833,0.003978251
TRAIN_0647,7.1226,3.0815,3.8005,4.6083,-2.8736,6.0136,4.0529,4.6609,3.8956,3.9291,2.3421,-1.0097,0.3591,-1.0097,2.5035,0.8791,4.7165,-1.4951,1.2737,-2.2321,5.419,0.7817,4.3206,0.8962,4.0829,3.6717,6.0809,-5.9325,4.8431,-5.9325,-2.0256,6.9837,1.1443,5.6925,3.9638,7.3283,1.6896,-1.7361,2.0991,1.9643,5.6238,3.6656,3.7322,0.8,3.4447,8.4683,4.8996,2.2223,5.1257,5.426,5.3994,-1.6348,5.1719,0.4541,5.3508,5.9957,-2.8736,0.7065,7.0426,-0.027612103,-0.053235321,-0.011612308
TRAIN_0648,6.8389,2.3726,3.7267,6.5688,0.0649,4.59,3.0347,5.6315,3.0437,3.386,2.1319,-1.3065,0.8811,3.2813,2.0847,3.6624,5.4332,-3.3769,3.1539,-2.4258,4.9745,1.3272,3.3877,-1.094,3.5163,4.3829,6.3048,-7.2838,5.958,-3.5834,-1.6691,7.3808,0.5554,6.1368,3.9706,6.9615,2.4992,1.22,1.5711,2.6892,5.9191,4.4066,2.922,1.6499,3.6653,8.5716,5.327,3.116,4.7657,3.2908,5.6116,-0.8409,5.4858,-1.8576,6.3273,6.0464,0.5679,0.3382,7.0515,-0.023919051,0.04164251,-0.00699854
TRAIN_0649,6.1397,2.1503,3.5489,4.159,-1.9696,5.7439,2.5978,4.3412,4.3885,2.7397,2.5499,-1.3091,-0.1557,4.0726,0.56,5.2458,5.1147,-0.2373,-3.2234,-4.1165,4.9767,0.1951,1.0592,0.8641,4.0797,4.5755,5.7003,-6.9238,6.2273,-1.9696,-1.5663,7.3242,1.4555,6.3296,4.8839,6.7469,1.998,-1.4976,0.56,2.2183,5.522,4.7968,2.9542,3.1781,3.1623,8.1994,5.0961,3.2144,5.3785,3.6355,5.3762,2.7679,5.0212,1.1151,5.1811,5.8785,0.5919,0.494,7.3324,-0.019912912,-0.000611844,-0.007293
TRAIN_0650,6.5869,2.0059,3.4237,3.5828,1.2269,3.8272,2.5618,4.7536,3.8044,3.1335,2.6363,1.8312,0.3426,4.4487,2.2148,7.2593,5.2649,-4.6766,0.7592,-4.0245,5.3224,0.429,4.3206,0.7592,4.3814,5.2245,6.1149,-7.4839,5.318,-5.162,-2.4395,7.584,1.0039,6.6691,4.8115,6.4753,2.7485,-1.6013,1.9652,1.6272,5.1988,4.4082,3.3032,4.0244,3.5707,8.9434,5.4201,2.5033,4.907,3.7997,5.5184,3.0678,6.2214,-1.2171,5.8016,6.6242,-1.6013,-0.1176,7.1501,-0.02686713,-0.00777564,0.025698479
TRAIN_0651,6.0094,2.2913,5.3023,3.64,-0.9674,4.931,3.8789,3.7735,4.3446,5.0205,1.2293,-2.5903,0.9407,4.8902,2.6772,0.4024,5.3359,-3.3273,0.1667,-2.9863,4.7732,0.0419,3.5282,1.2617,4.8986,3.7595,5.1823,-4.0643,5.1991,-3.5338,-1.6195,6.1804,0.6176,5.7828,4.4191,6.9295,3.9326,0.1321,0.8047,1.8873,5.4521,4.1151,2.974,3.0054,2.9519,7.6668,4.7254,1.2617,5.7429,4.6327,5.5894,1.8238,5.225,0.2004,5.1148,5.449,2.5683,-0.3153,6.9289,-0.02425321,0.049760334,-0.047553099
TRAIN_0652,6.5254,2.4213,4.2762,5.1856,0.3953,5.4225,1.857,3.6471,4.3684,4.5853,1.7413,-1.2556,1.1923,3.1075,2.0536,4.1228,6.1123,-0.6455,0.0511,-3.1816,4.9425,1.3503,-0.243,-1.0224,3.846,4.4099,5.5642,-5.5035,4.7823,-5.5035,-2.4446,6.3205,1.4468,5.8343,4.8426,6.5678,3.4104,-0.2941,2.5391,1.9587,4.861,5.6217,2.9924,5.1213,3.0651,7.8611,5.3981,3.5142,5.7138,3.8326,4.7448,0.0096,5.0321,0.3953,4.8573,5.2478,1.3669,1.5662,6.4566,-0.009702453,0.026153683,0.007725317
TRAIN_0653,7.4001,1.6662,0.9077,8.1464,0.2274,5.7544,4.2133,3.9907,4.4972,4.3493,2.9531,-6.1476,-0.0391,1.9765,3.0198,1.3993,2.7623,-0.4197,-2.6882,-0.3147,5.5463,1.2361,-0.5329,5.8091,4.4003,5.2028,5.2236,-6.1476,7.2499,-6.1476,0.7472,6.169,-1.1934,5.3998,4.1015,6.4865,1.4449,-1.2896,-0.0815,3.8425,5.626,4.6297,2.5701,1.1098,3.6156,7.8369,5.4065,2.5769,3.7846,4.3046,6.1473,-0.8622,2.8995,-6.1476,5.4583,3.6452,1.9239,-0.9381,6.9624,-0.037001307,0.04327841,-0.022460863
TRAIN_0654,6.0095,3.1402,5.425,5.3406,-4.5013,5.5536,-0.1089,4.3221,4.1747,3.8607,0.4529,-0.2533,1.6485,3.3125,1.3814,5.4457,6.976,0.925,-2.1793,-3.2789,4.8139,-0.0201,1.8968,-2.6268,3.145,4.4166,5.3676,-3.7643,5.2306,-6.0862,-1.132,6.9439,0.7593,6.5379,4.9926,6.5691,3.2559,-0.8008,3.1061,1.9527,4.9046,5.1104,2.8651,3.9541,3.5702,8.3818,4.9765,4.3557,6.3822,3.3671,5.1682,5.1753,5.3991,0.0223,4.771,5.5653,1.1135,0.6003,6.46,-0.011580865,0.02863835,-0.006574064
TRAIN_0655,5.7497,2.0985,4.5905,6.0929,-0.2329,5.3693,-0.2809,4.1995,3.7538,3.3303,1.131,-1.0343,1.5017,3.9065,0.6566,2.9052,3.1055,-3.8417,-0.2329,-4.5786,4.5446,1.0938,2.6079,-1.2094,4.0275,4.1436,5.3167,-6.1636,6.2274,-1.7713,-1.3056,7.9437,2.5053,6.5969,4.8636,6.1871,4.4502,-2.4631,-0.3822,0.8251,5.6108,4.6005,2.9106,7.404,4.6413,9.1859,5.0391,2.9423,6.6699,2.5194,4.9298,-2.4631,2.9734,-0.2809,5.9075,6.7861,-0.2809,-0.0975,7.1234,-0.036161728,-0.031369425,-0.048922384
TRAIN_0656,5.1374,2.5114,4.9469,5.0988,-3.0036,5.8221,1.6085,3.4751,4.6785,4.2366,2.2818,-0.6816,1.1591,3.1276,1.1736,4.6656,5.6614,-2.2151,-1.0367,-4.878,5.0163,2.4288,1.3762,-1.9394,3.8487,4.948,5.8838,-4.1411,5.5374,-2.2151,-1.2535,6.622,1.9591,5.3431,5.3171,6.0231,2.2751,0.1369,1.8724,2.9861,4.7544,6.0875,3.2357,4.1563,3.0148,8.2994,5.0213,4.6566,5.3375,3.2564,5.0532,3.5412,4.388,-0.4857,4.8079,5.5892,-0.0201,0.0127,6.2609,-0.01674258,0.011759356,0.039180015
TRAIN_0657,5.4002,-0.182,0.3404,3.4524,-1.3195,4.8319,3.5265,4.9533,3.0892,2.9762,3.5739,-5.9634,-0.1305,-0.8341,2.1608,3.4311,4.6188,0.3034,1.5989,0.2655,5.1653,1.294,3.1161,2.4837,4.8496,5.7886,6.0773,-5.9634,5.8307,-5.9634,-1.7154,7.6736,-2.0565,6.2736,4.1334,6.9126,3.6197,1.0024,-2.2629,4.0493,5.2637,4.1412,2.9223,1.2558,3.0225,7.7807,5.6573,2.4754,4.5494,2.9039,5.8966,-4.3784,1.5205,-5.9634,5.5763,4.4279,-5.9634,0.059,7.3536,-0.051154755,-0.012156157,-0.015031066
TRAIN_0658,3.7759,2.0421,-0.6029,3.7813,-3.468,4.2551,2.3283,4.528,3.2105,3.6919,6.8415,-4.6904,1.3613,2.6225,2.877,-1.883,3.4645,-1.2309,1.0734,-1.883,4.9744,0.78,1.7415,1.9095,4.5101,4.5819,6.2857,-4.6904,6.6917,-2.5749,-2.1879,7.1855,-0.253,5.1261,3.9058,6.1823,3.5842,-0.5474,2.7162,2.0054,5.1261,4.2354,3.3302,0.4929,3.5368,7.5402,5.4281,1.8068,4.1436,3.304,5.3913,-0.0085,5.1057,0.0997,6.6102,4.904,-2.0274,0.2004,7.0702,-0.036545522,0.01366102,-0.018802248
TRAIN_0659,7.6101,0.0851,1.8553,2.1289,-2.6453,7.0716,3.8363,4.0259,4.4489,4.1562,3.6783,-3.7828,-0.4323,-0.3768,1.9232,4.6121,4.2779,-2.9348,-0.8193,-6.1047,4.7147,0.4345,2.2217,2.5063,5.6347,5.3031,5.9897,-6.1047,7.1104,-6.1047,-2.1978,7.1137,-1.5811,5.4675,4.8429,7.0936,2.2919,-2.9348,0.1621,2.3506,5.813,3.0577,2.9424,2.3506,3.7946,8.1239,4.7541,1.9232,4.7478,3.4169,6.1775,4.5109,1.7595,-0.174,6.032,5.0608,-0.49,0.6368,7.2086,-0.043717167,-0.000469499,-0.109547563
TRAIN_0660,6.2803,2.571,4.589,4.5746,0.0896,5.3026,2.6555,3.5549,3.7341,5.0099,1.5026,2.9062,0.7534,0.8523,1.9131,0.9976,4.2203,-1.4319,1.2934,-2.2987,4.7217,0.1837,0.7328,0.8523,3.9615,5.9892,5.0185,-4.8012,5.8077,-6.3861,-1.2568,6.7137,1.7585,5.6072,4.535,6.3335,5.3121,-1.9938,2.9199,2.1492,5.4869,4.6466,3.5724,2.1414,3.0506,7.3937,4.8191,3.4228,5.5487,3.063,5.693,0.0568,5.0024,0.6026,5.3303,5.7518,2.978,1.5622,6.6537,-0.025039672,-0.012304897,-0.016632269
TRAIN_0661,6.5188,-0.0682,2.3898,4.4887,0.9395,4.674,2.8744,3.6081,2.8293,1.9201,2.2223,-1.9635,-0.3036,4.5506,1.0721,0.3584,2.6286,-0.6767,2.401,-4.2855,4.9167,2.5947,2.3954,-0.6301,4.0659,5.5889,6.1631,-6.6074,4.4513,-1.563,0.1341,8.0943,-1.1811,6.1614,4.2024,6.5396,4.4486,-4.2855,-1.563,1.0579,6.1246,5.3185,2.748,5.2385,3.4681,8.8866,5.4056,1.3641,5.8887,2.657,5.2353,-0.6301,2.6045,-0.7248,5.005,6.7558,-1.6532,0.65,7.134,-0.055133113,0.051138841,-0.002899237
